1970Alaska                  02Ketchikan Gateway                                        130                           Ketchikan                                                                                     9219     333      43      65      99      69     538     905    1763     618     353     347      93      47     219     180     501     509      61     647      65      64     115      27     626     282
1970Alaska                  02Kobuk                                                    140                           Kobuk                                                                                         4359       5      68     373     356     142     149     104     192      73      58      44       6      19      21       0       6      83       5      64       8       0      42       0     255      87
1970Alaska                  02Kodiak Island                                            150                           Kodiak                                                                                        8748     341      60     116     101     154     430     656    1401     495     262     175     233       0      63      30     544     281      35     326      26      80      39       4     477     382
1970Alaska                  02Kuskokwim                                                160                           Kuskokwim                                                                                     2090      14     155     145      86      25      50      26     167      34      42      46      11       9       0       6       0       7       0      24       0       0       7       0      49     106
1970Alaska                  02Matanuska-Susitna                                        170                           Matanuska-Susitna                                                                             6050      91      15      39      49      86     321     666    1231     390     162      88     158      20     205      15       6     241      18     267      58      33      78      32     319     246
1970Alaska                  02Nome                                                     180                           Nome                                                                                          5447      54     115     331     336     180     309     190     294     180     102      81       4      25      47       4      13     151       0     171       0       0      64      12     407     201
1970Alaska                  02Outer Ketchikan                                          190                           Outer Ketchikan                                                                               1660      27       4      13      39      37      61     160     270      91      32      55       5       0      38      49      24      24       7      51       0       0       0       0      63      89
1970Alaska                  02Prince Of Wales                                          200                           Prince Of Wales                                                                               1884      36       6       0      43      20     165     284     390      90      34      16      20       0      26     533      30      10       0      39       0       0       0       0      73      11
1970Alaska                  02Seward                                                   210                           Seward                                                                                        1891      67       6      33      44      26     159     177     401     121      39      62      23       9      38      43      24     119      10      65      17      16      33       4     142      51
1970Alaska                  02Sitka                                                    220                           Sitka                                                                                         5930     297      33      71     126      71     207     580    1104     454     243     183      70       0      72     177     455     142      14     352      58      41     127      16     652     239
1970Alaska                  02Skagway-Yakutat                                          230                           Skagway-Yakutat                                                                               1766      97      51      65      55      32     106     126     303      88      60      48       6       0       0       7      18     193       6     106      14       0      21       0     104      69
1970Alaska                  02Southeast Fairbanks                                      240                           Southeast Fairbanks                                                                           3902      98      61      34     103      21     118     253     520     214     126      87      19       7      72       0       7      79      35      74       4      38      80       0     111     181
1970Alaska                  02Upper Yukon                                              250                           Upper Yukon                                                                                   1533      21      85      88      56      10      71      60     136      51      12      33      11     194      17       0       0      37       0       7       0       0       0       8      90      14
1970Alaska                  02Valdez-Chitina-Whittier                                  260                           Valdez-Chitina-Whittier                                                                       2882      63     118      73      39      54     161     250     606     139     101      58       0       6     217      12       0     163      47     111      20      11      78      11     275     143
1970Alaska                  02Wade Hampton                                             270                           Wade Hampton                                                                                  3734       0     360     420     136      55      76      28      29      13      10       7       6       0       0       0      16      18       0      46       0       0       0       0     173      24
