1970Alabama                 01Walker                                                   127              1000         Walker                                                                                         376       0       0       8       0     145       5    8989     168     220     270     650    1016       7     123       0       0       6      12      39       0    4218      80     109     202     777     249      43
1970Alabama                 01Washington                                               129                           Washington                                                                                      92       0       0       6       0      70       0    2537      35      23     150     149     185      10      54       0       0       3       0       0       6     868       0      36     123     206      90      21
1970Alabama                 01Wilcox                                                   131                           Wilcox                                                                                         154       0       0      12       0     217      14    1758      13      92     122     134     202      16       9       0       0       0       0      34      34    1028       4     103      56     121      39      19
1970Alabama                 01Winston                                                  133              1000         Winston                                                                                         89       0       0       5       0     231       2    2903      34      98     118     206     522       7      44       0       0       0       0      42      10    1255       6      26      50     236      80      28
1970Alaska                  02Aleutian Islands                                         010                           Aleutian Islands                                                                                 9       0       0       0       0       0       0     345       0     184      53      11       7       0      11       0       0       0       0       0       0     116       0     146      43       0       0       0
1970Alaska                  02Anchorage                                                020                           Anchorage                                                                                       62       0       5       0       4      30       0   13313     678    4554    1285    1754    1757      44      23       0       0       0       0      22       0    9898     138    3090    1204    2020     648     121
1970Alaska                  02Angoon                                                   030                           Angoon                                                                                           0       0       0       0       0       0       0      10       0       0      26       0       0       0       0       0       0       0       0       0       0       0       0       0      14       0       0       0
1970Alaska                  02Barrow                                                   040                           Barrow                                                                                           0       0       0       0       0       0       0     146       0     177      44       5       5       0       0       0       0       0       0       0       0      59       0      50      38       5       5       0
1970Alaska                  02Bethel                                                   050                           Bethel                                                                                           0       0       0       5       0       0       0     209       0     317      84      37      46       5       0       0       0       0       0       0       0     192       0     195      97      17       4       0
1970Alaska                  02Bristol Bay Borough                                      060                           Bristol Bay Borough                                                                              0       0       0       0       0       0       0      21       0      51      10      15      14       0       0       0       0       0       0       0       0      15       0       5       0      30       4       0
1970Alaska                  02Dillingham                                               070                           Bristol Bay Division                                                                             0       0       0       0       0       0       0     146       5      49      71      27      35       0      14       0       0       0       0       0       0      84       0      62      37      40      14       0
1970Alaska                  02Cordova-McCarthy                                         080                           Cordova-Mc Carthy                                                                               10       0       0       0       0       5       0     195      11      43      68      38     173       0       0       0       0       0       0       0       0     134       0       4       6      29      46       0
1970Alaska                  02Fairbanks North Star                                     090                           Fairbanks                                                                                       32       0       4       4       0       5       0    4231     156    1237    1116     346     549       0       5       0       0       0       0       0       0    2846      24     766     802     556     162      34
1970Alaska                  02Haines                                                   100                           Haines                                                                                           0       0       0       0       0       0       0     207      24      44      18      15      50       0       0       0       0       0       0       0       0      75       0       5       0      20      19       0
1970Alaska                  02Juneau                                                   110                           Juneau                                                                                           0       0       0      10       0       0       0    1296      47     495    1003     203     267       0       0       0       0       0       0       0       0     781       9     397     850     473      89      10
1970Alaska                  02Kenai-Cook Inlet                                         120                           Kenai-Cook Inlet                                                                                25       0       0       0       0      34       0    2059      47     148      66     255     343       0       5       0       0       0       0       0       0     703      13     125      20     250     104      48
1970Alaska                  02Ketchikan Gateway                                        130                           Ketchikan                                                                                        0       0       0       0       0       0       0    1476      29     132     182     319     247       0       0       0       0       0       0       0       0     751      11      76      58     234      54      16
1970Alaska                  02Kobuk                                                    140                           Kobuk                                                                                            0       0       0       0       5       0       0     151       0     159      17      30      10       0       0       0       0       0       0       0       0     106       0     127      26       5      14       0
1970Alaska                  02Kodiak Island                                            150                           Kodiak                                                                                           5       0       5       5       0       5       0     973      30     177      71     189     104       0       0       0       0       0       0       0       0     613       0     157      87     208      24       0
