_PARENT_,_NAME_,county,cluster
CL2232,cty54099,54099,2232
CL2237,cty31117,31117,2237
CL2237,cty31111,31111,2237
CL2237,cty31113,31113,2237
CL2249,cty20191,20191,2249
CL2249,cty20015,20015,2249
CL2249,cty20173,20173,2249
CL2253,cty09001,09001,2253
CL2253,cty09005,09005,2253
CL2253,cty09009,09009,2253
CL2287,cty28063,28063,2287
CL2287,cty28021,28021,2287
CL2287,cty28149,28149,2287
CL2303,cty29219,29219,2303
CL2303,cty29113,29113,2303
CL2303,cty29183,29183,2303
CL2317,cty18041,18041,2317
CL2317,cty18161,18161,2317
CL2317,cty18177,18177,2317
CL2328,cty37085,37085,2328
CL2328,cty37105,37105,2328
CL2338,cty48289,48289,2338
CL2338,cty48161,48161,2338
CL2338,cty48293,48293,2338
CL2341,cty50011,50011,2341
CL2341,cty50007,50007,2341
CL2341,cty50013,50013,2341
CL2349,cty48007,48007,2349
CL2349,cty48355,48355,2349
CL2349,cty48409,48409,2349
CL2381,cty18129,18129,2381
CL2381,cty18163,18163,2381
CL2381,cty18173,18173,2381
CL2383,cty21123,21123,2383
CL2383,cty21093,21093,2383
CL2383,cty21163,21163,2383
CL2384,cty13111,13111,2384
CL2384,cty13123,13123,2384
CL2410,cty17183,17183,2410
CL2410,cty18045,18045,2410
CL2410,cty18171,18171,2410
CL2419,cty16003,16003,2419
CL2419,cty16085,16085,2419
CL2425,cty51199,51199,2425
CL2425,cty51700,51700,2425
CL2425,cty51095,51095,2425
CL2425,cty51830,51830,2425
CL2447,cty20149,20149,2447
CL2447,cty20061,20061,2447
CL2447,cty20161,20161,2447
CL2454,cty17075,17075,2454
CL2454,cty17091,17091,2454
CL2470,cty51685,51685,2470
CL2470,cty51153,51153,2470
CL2470,cty51683,51683,2470
CL2473,cty36091,36091,2473
CL2473,cty36113,36113,2473
CL2473,cty36115,36115,2473
CL2478,cty46041,46041,2478
CL2478,cty46137,46137,2478
CL2484,cty13253,13253,2484
CL2484,cty13087,13087,2484
CL2484,cty13201,13201,2484
CL2485,cty22093,22093,2485
CL2485,cty22095,22095,2485
CL2516,cty06113,06113,2516
CL2516,cty06061,06061,2516
CL2516,cty06067,06067,2516
CL2521,cty54025,54025,2521
CL2521,cty54063,54063,2521
CL2534,cty12097,12097,2534
CL2534,cty12095,12095,2534
CL2534,cty12117,12117,2534
CL2555,cty48009,48009,2555
CL2555,cty48077,48077,2555
CL2555,cty48485,48485,2555
CL2557,cty13029,13029,2557
CL2557,cty13051,13051,2557
CL2557,cty13103,13103,2557
CL2571,cty20043,20043,2571
CL2571,cty29003,29003,2571
CL2571,cty29021,29021,2571
CL2573,cty24021,24021,2573
CL2573,cty24031,24031,2573
CL2584,cty39075,39075,2584
CL2584,cty39169,39169,2584
CL2598,cty13085,13085,2598
CL2598,cty13117,13117,2598
CL2604,cty47171,47171,2604
CL2604,cty47019,47019,2604
CL2604,cty47179,47179,2604
CL2625,cty02170,02170,2625
CL2625,cty02020,02020,2625
CL2625,cty02185,02185,2625
CL2667,cty36059,36059,2667
CL2667,cty36103,36103,2667
CL2671,cty51580,51580,2671
CL2671,cty51005,51005,2671
CL2671,cty51560,51560,2671
CL2696,cty19015,19015,2696
CL2696,cty19169,19169,2696
CL2698,cty42033,42033,2698
CL2698,cty42065,42065,2698
CL2720,cty49011,49011,2720
CL2720,cty49029,49029,2720
CL2720,cty49057,49057,2720
CL2721,cty39081,39081,2721
CL2721,cty54009,54009,2721
CL2721,cty54029,54029,2721
CL2729,cty27077,27077,2729
CL2729,cty27135,27135,2729
CL2730,cty34025,34025,2730
CL2730,cty34029,34029,2730
CL2738,cty17001,17001,2738
CL2738,cty29111,29111,2738
CL2751,cty22091,22091,2751
CL2751,cty22105,22105,2751
CL2768,cty54061,54061,2768
CL2768,cty54077,54077,2768
CL2777,cty51550,51550,2777
CL2777,cty51740,51740,2777
CL2777,cty51710,51710,2777
CL2777,cty51810,51810,2777
CL2782,cty26037,26037,2782
CL2782,cty26045,26045,2782
CL2782,cty26065,26065,2782
CL2788,cty28089,28089,2788
CL2788,cty28049,28049,2788
CL2788,cty28121,28121,2788
CL2795,cty16081,16081,2795
CL2795,cty56039,56039,2795
CL2798,cty35039,35039,2798
CL2798,cty35028,35028,2798
CL2798,cty35049,35049,2798
CL2807,cty51097,51097,2807
CL2807,cty51101,51101,2807
CL2808,cty48053,48053,2808
CL2808,cty48299,48299,2808
CL2820,cty39059,39059,2820
CL2820,cty39121,39121,2820
CL2827,cty26001,26001,2827
CL2827,cty26069,26069,2827
CL2831,cty17011,17011,2831
CL2831,cty17099,17099,2831
CL2831,cty17155,17155,2831
CL2875,cty45035,45035,2875
CL2875,cty45015,45015,2875
CL2875,cty45019,45019,2875
CL2880,cty18067,18067,2880
CL2880,cty18159,18159,2880
CL2895,cty42001,42001,2895
CL2895,cty42133,42133,2895
CL2898,cty42099,42099,2898
CL2898,cty42041,42041,2898
CL2898,cty42043,42043,2898
CL2902,cty47093,47093,2902
CL2902,cty47173,47173,2902
CL2903,cty47015,47015,2903
CL2903,cty47149,47149,2903
CL2915,cty51650,51650,2915
CL2915,cty51735,51735,2915
CL2924,cty13003,13003,2924
CL2924,cty13069,13069,2924
CL2927,cty51001,51001,2927
CL2927,cty51131,51131,2927
CL2930,cty39133,39133,2930
CL2930,cty39153,39153,2930
CL2931,cty12091,12091,2931
CL2931,cty12131,12131,2931
CL2939,cty55003,55003,2939
CL2939,cty55007,55007,2939
CL2940,cty51077,51077,2940
CL2940,cty51035,51035,2940
CL2940,cty51640,51640,2940
CL2941,cty18029,18029,2941
CL2941,cty18115,18115,2941
CL2948,cty51081,51081,2948
CL2948,cty51595,51595,2948
CL2954,cty10003,10003,2954
CL2954,cty24015,24015,2954
CL2957,cty13017,13017,2957
CL2957,cty13155,13155,2957
CL2959,cty36043,36043,2959
CL2959,cty36065,36065,2959
CL2971,cty26109,26109,2971
CL2971,cty55075,55075,2971
CL2974,cty55078,55078,2974
CL2974,cty55115,55115,2974
CL2976,cty45017,45017,2976
CL2976,cty45075,45075,2976
CL2988,cty37099,37099,2988
CL2988,cty37173,37173,2988
CL2996,cty06017,06017,2996
CL2996,cty32005,32005,2996
CL2999,cty45013,45013,2999
CL2999,cty45053,45053,2999
CL3006,cty05115,05115,3006
CL3006,cty05149,05149,3006
CL3035,cty16031,16031,3035
CL3035,cty16067,16067,3035
CL3051,cty27167,27167,3051
CL3051,cty38077,38077,3051
CL3054,cty36079,36079,3054
CL3054,cty36119,36119,3054
CL3057,cty01033,01033,3057
CL3057,cty01077,01077,3057
CL3058,cty13213,13213,3058
CL3058,cty13313,13313,3058
CL3062,cty28015,28015,3062
CL3062,cty28083,28083,3062
CL3066,cty12033,12033,3066
CL3066,cty12113,12113,3066
CL3068,cty41047,41047,3068
CL3068,cty41053,41053,3068
CL3069,cty17129,17129,3069
CL3069,cty17167,17167,3069
CL3071,cty17007,17007,3071
CL3071,cty17201,17201,3071
CL3072,cty13209,13209,3072
CL3072,cty13279,13279,3072
CL3075,cty48261,48261,3075
CL3075,cty48273,48273,3075
CL3078,cty06101,06101,3078
CL3078,cty06115,06115,3078
CL3090,cty46083,46083,3090
CL3090,cty46099,46099,3090
CL3093,cty21059,21059,3093
CL3093,cty21091,21091,3093
CL3096,cty08041,08041,3096
CL3096,cty08119,08119,3096
CL3101,cty29127,29127,3101
CL3101,cty29173,29173,3101
CL3102,cty39057,39057,3102
CL3102,cty39113,39113,3102
CL3104,cty26043,26043,3104
CL3104,cty55037,55037,3104
CL3107,cty28035,28035,3107
CL3107,cty28073,28073,3107
CL3108,cty51083,51083,3108
CL3108,cty51780,51780,3108
CL3109,cty16069,16069,3109
CL3109,cty53003,53003,3109
CL3114,cty01005,01005,3114
CL3114,cty13239,13239,3114
CL3115,cty27027,27027,3115
CL3115,cty38017,38017,3115
CL3118,cty53007,53007,3118
CL3118,cty53017,53017,3118
CL3123,cty26061,26061,3123
CL3123,cty26083,26083,3123
CL3125,cty46065,46065,3125
CL3125,cty46117,46117,3125
CL3126,cty16019,16019,3126
CL3126,cty16023,16023,3126
CL3127,cty53005,53005,3127
CL3127,cty53021,53021,3127
CL3128,cty48221,48221,3128
CL3128,cty48425,48425,3128
CL3129,cty48111,48111,3129
CL3129,cty48205,48205,3129
CL3132,cty46093,46093,3132
CL3132,cty46103,46103,3132
CL3133,cty27009,27009,3133
CL3133,cty27145,27145,3133
CL3136,cty51019,51019,3136
CL3136,cty51515,51515,3136
CL3137,cty32007,32007,3137
CL3137,cty32011,32011,3137
CL3138,cty51195,51195,3138
CL3138,cty51720,51720,3138
CL1001021,cty01021,01021,1001021
CL1002122,cty02122,02122,1002122
CL1005035,cty05035,05035,1005035
CL1013013,cty13013,13013,1013013
CL1018097,cty18097,18097,1018097
CL1039061,cty39061,39061,1039061
CL1051033,cty51033,51033,1051033
CL1051067,cty51067,51067,1051067
CL1051125,cty51125,51125,1051125
